crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv,age_missing,dis_missing,rad_missing,tax_missing,ptratio_missing,zn_squared,indus_squared,chas_squared,nox_squared,rm_squared,indus_cubed,chas_cubed,indus_log,nox_log,zn*age_m,indus*medv,age*lstat,age*medv
0.05735,0.0,4.49,0.0,0.449,6.63,56.1,4.4377,3.0,247.0,18.5,392.3,6.53,26.6,0.0,0.0,0.0,0.0,0.0,0.0,20.160100000000003,0.0,0.201601,43.9569,90.51884900000002,0.0,1.501852701754163,-0.8007323912398827,0.0,119.43400000000001,366.333,1492.2600000000002
0.05188,0.0,4.49,0.0,0.449,6.015,45.1,4.4272,3.0,247.0,18.5,356.93633744855964,12.86,22.5,0.0,0.0,0.0,0.0,0.0,0.0,20.160100000000003,0.0,0.201601,36.18022499999999,90.51884900000002,0.0,1.501852701754163,-0.8007323912398827,0.0,101.025,579.986,1014.75
0.07151,0.0,4.49,0.0,0.449,6.121,56.8,3.7756248434238,3.0,247.0,18.5,395.15,8.44,22.2,0.0,1.0,0.0,0.0,0.0,0.0,20.160100000000003,0.0,0.201601,37.466641,90.51884900000002,0.0,1.501852701754163,-0.8007323912398827,0.0,99.678,479.39199999999994,1260.9599999999998
0.0566,0.0,3.41,0.0,0.489,7.007,86.3,3.4217,2.0,270.0,17.8,396.9,5.5,23.6,0.0,0.0,0.0,0.0,0.0,0.0,11.628100000000002,0.0,0.239121,49.098048999999996,39.651821000000005,0.0,1.2267122912954254,-0.715392789507265,0.0,80.47600000000001,474.65,2036.68
0.05302,0.0,3.41,0.0,0.489,7.079,63.1,3.4145,2.0,270.0,17.8,396.06,5.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0,11.628100000000002,0.0,0.239121,50.112241,39.651821000000005,0.0,1.2267122912954254,-0.715392789507265,0.0,97.867,359.67,1810.97
0.04684,0.0,3.41,0.0,0.5545696016771489,6.417,66.1,3.0923,2.0,270.0,17.8,392.18,8.81,22.6,0.0,0.0,0.0,0.0,0.0,0.0,11.628100000000002,0.0,0.30754744310435156,41.177889,39.651821000000005,0.0,1.2267122912954254,-0.5895629585591444,0.0,77.066,582.341,1493.86
0.03932,0.0,3.41,0.0,0.489,6.405,73.9,3.0921,2.0,270.0,17.8,393.55,8.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,11.628100000000002,0.0,0.239121,41.024025,39.651821000000005,0.0,1.2267122912954254,-0.715392789507265,0.0,75.02000000000001,605.98,1625.8000000000002
0.04203,28.0,15.04,0.0,0.464,6.442,53.6,3.6659,4.0,270.0,18.2,395.01,8.16,22.9,0.0,0.0,0.0,0.0,0.0,784.0,226.20159999999998,0.0,0.21529600000000002,41.499364,3402.0720639999995,0.0,2.7107133185216936,-0.7678707267558817,0.0,344.41599999999994,437.37600000000003,1227.44
0.02875,28.0,15.04,0.06932773109243698,0.464,6.211,28.9,3.6659,4.0,270.0,18.2,396.33,6.21,25.0,0.0,0.0,0.0,0.0,0.0,784.0,226.20159999999998,0.004806334298425253,0.21529600000000002,38.57652100000001,3402.0720639999995,0.00033321225178158266,2.7107133185216936,-0.7678707267558817,0.0,376.0,179.469,722.5
0.04294,28.0,15.04,0.0,0.464,6.249,77.3,3.615,4.0,270.0,18.2,396.9,10.59,20.6,0.0,0.0,0.0,0.0,0.0,784.0,226.20159999999998,0.0,0.21529600000000002,39.050000999999995,3402.0720639999995,0.0,2.7107133185216936,-0.7678707267558817,0.0,309.824,818.607,1592.38
0.12204,0.0,2.89,0.0,0.445,6.625,57.8,3.4952,2.0,276.0,18.0,357.98,6.65,28.4,0.0,0.0,0.0,0.0,0.0,0.0,8.3521,0.0,0.198025,43.890625,24.137569000000003,0.0,1.0612565021243408,-0.8096809968158968,0.0,82.076,384.37,1641.5199999999998
0.11504,0.0,2.89,0.0,0.445,6.163,69.6,3.4952,2.0,276.0,18.0,391.83,11.34,21.4,0.0,0.0,0.0,0.0,0.0,0.0,8.3521,0.0,0.198025,37.982569000000005,24.137569000000003,0.0,1.0612565021243408,-0.8096809968158968,0.0,61.846,789.2639999999999,1489.4399999999998
0.12083,0.0,2.89,0.0,0.445,8.069,76.0,3.4952,2.0,276.0,18.0,396.9,4.21,38.7,0.0,0.0,0.0,0.0,0.0,0.0,8.3521,0.0,0.198025,65.10876100000002,24.137569000000003,0.0,1.0612565021243408,-0.8096809968158968,0.0,111.84300000000002,319.96,2941.2000000000003
0.08187,0.0,2.89,0.0,0.445,7.82,36.9,3.4952,2.0,276.0,18.0,393.53,3.57,43.8,0.0,0.0,0.0,0.0,0.0,0.0,8.3521,0.0,0.198025,61.15240000000001,24.137569000000003,0.0,1.0612565021243408,-0.8096809968158968,0.0,126.582,131.73299999999998,1616.2199999999998
0.0686,0.0,2.89,0.06932773109243698,0.445,7.416,62.5,3.4952,2.0,276.0,18.459748427672956,396.9,6.19,33.2,0.0,0.0,0.0,0.0,1.0,0.0,8.3521,0.004806334298425253,0.198025,54.99705600000001,24.137569000000003,0.00033321225178158266,1.0612565021243408,-0.8096809968158968,0.0,95.94800000000001,386.875,2075.0
0.14866,0.0,8.56,0.0,0.52,6.727,79.9,2.7778,5.0,384.0,20.9,394.76,9.42,27.5,0.0,0.0,0.0,0.0,0.0,0.0,73.2736,0.0,0.27040000000000003,45.252529,627.222016,0.0,2.1471001901536506,-0.6539264674066639,0.0,235.4,752.658,2197.25
0.11432,11.758298755186722,11.075723140495867,0.0,0.52,6.781,71.3,2.8561,5.0,384.0,20.9,395.58,7.67,26.5,0.0,0.0,0.0,0.0,0.0,138.2575896162256,122.67164308491564,0.0,0.27040000000000003,45.981961,1358.67715599825,0.0,2.4047556086524833,-0.6539264674066639,0.0,293.5066632231405,546.871,1889.4499999999998
0.22876,0.0,8.56,0.06932773109243698,0.52,6.405,85.4,2.7147,5.0,384.0,20.9,356.93633744855964,12.711470588235294,18.6,0.0,0.0,0.0,0.0,0.0,0.0,73.2736,0.004806334298425253,0.27040000000000003,41.024025,627.222016,0.00033321225178158266,2.1471001901536506,-0.6539264674066639,0.0,159.216,1085.559588235294,1588.4400000000003
0.21161,0.0,8.56,0.0,0.52,6.137,68.53488372093024,2.7147,9.471933471933472,384.0,20.9,394.47,13.44,22.588259109311743,1.0,0.0,1.0,0.0,0.0,0.0,73.2736,0.0,0.27040000000000003,37.662769,627.222016,0.0,2.1471001901536506,-0.6539264674066639,0.0,193.35549797570852,921.1088372093024,1548.0837115149236
0.1396,11.758298755186722,8.56,0.0,0.52,6.167,90.0,2.421,5.0,384.0,20.9,392.69,12.33,20.1,0.0,0.0,0.0,0.0,0.0,138.2575896162256,73.2736,0.0,0.27040000000000003,38.031889,627.222016,0.0,2.1471001901536506,-0.6539264674066639,0.0,172.056,1109.7,1809.0000000000002
0.13262,0.0,8.56,0.0,0.52,5.851,96.7,2.1069,5.0,384.0,20.9,394.05,12.711470588235294,19.5,0.0,0.0,0.0,0.0,0.0,0.0,73.2736,0.0,0.27040000000000003,34.234201,627.222016,0.0,2.1471001901536506,-0.6539264674066639,0.0,166.92000000000002,1229.199205882353,1885.65
0.1712,0.0,8.56,0.0,0.52,5.836,91.9,2.211,5.0,384.0,20.9,395.67,18.66,19.5,0.0,0.0,0.0,0.0,0.0,0.0,73.2736,0.0,0.27040000000000003,34.058896000000004,627.222016,0.0,2.1471001901536506,-0.6539264674066639,0.0,166.92000000000002,1714.854,1792.0500000000002
0.13117,0.0,8.56,0.0,0.5545696016771489,6.127,85.2,2.1224,5.0,384.0,20.9,387.69,14.09,20.4,0.0,0.0,0.0,0.0,0.0,0.0,73.2736,0.0,0.30754744310435156,37.540129,627.222016,0.0,2.1471001901536506,-0.5895629585591444,0.0,174.624,1200.468,1738.08
0.12802,0.0,8.56,0.0,0.52,6.474,97.1,2.4329,5.0,384.0,20.9,395.24,12.27,19.8,0.0,0.0,0.0,0.0,0.0,0.0,73.2736,0.0,0.27040000000000003,41.912676000000005,627.222016,0.0,2.1471001901536506,-0.6539264674066639,0.0,169.48800000000003,1191.417,1922.58
0.26363,0.0,8.56,0.0,0.52,6.229,68.53488372093024,2.5451,5.0,384.0,20.9,391.23,15.55,19.4,1.0,0.0,0.0,0.0,0.0,0.0,73.2736,0.0,0.27040000000000003,38.800441,627.222016,0.0,2.1471001901536506,-0.6539264674066639,0.0,166.064,1065.7174418604652,1329.5767441860464
0.10793,0.0,8.56,0.0,0.52,6.195,54.4,2.7778,5.0,384.0,20.9,393.49,13.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,73.2736,0.0,0.27040000000000003,38.378025,627.222016,0.0,2.1471001901536506,-0.6539264674066639,0.0,185.752,707.1999999999999,1180.48
0.10084,0.0,10.01,0.0,0.547,6.715,81.6,2.6775,6.0,432.0,17.8,395.59,10.16,22.8,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,45.091225,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,228.228,829.0559999999999,1860.48
0.12329,0.0,10.01,0.0,0.547,5.913,92.9,2.3534,6.0,432.0,17.8,394.95,16.21,18.8,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,34.963569,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,188.18800000000002,1505.909,1746.5200000000002
0.22212,0.0,10.01,0.0,0.547,6.092,95.4,2.548,6.0,432.0,17.8,396.9,17.09,18.7,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,37.112463999999996,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,187.18699999999998,1630.3860000000002,1783.98
0.14231,0.0,10.01,0.0,0.547,6.254,84.2,2.2565,6.0,432.0,17.8,388.74,10.45,18.5,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,39.11251599999999,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,185.185,879.89,1557.7
0.17134,0.0,10.01,0.06932773109243698,0.547,5.928,88.2,2.4631,6.0,432.0,17.8,344.91,15.76,18.3,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.004806334298425253,0.29920900000000006,35.141184,1003.0030009999999,0.00033321225178158266,2.303584593327129,-0.6033064765601558,0.0,183.183,1390.032,1614.0600000000002
0.13158,0.0,10.01,0.0,0.547,6.176,72.5,2.7301,6.0,432.0,17.8,393.3,12.04,21.2,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,38.142976000000004,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,212.212,872.9,1537.0
0.15098,0.0,10.01,0.0,0.547,6.021,82.6,2.7474,6.0,432.0,17.8,394.51,10.3,19.2,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,36.252441,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,192.19199999999998,850.78,1585.9199999999998
0.13058,11.758298755186722,10.01,0.0,0.547,5.872,73.1,2.4775,6.0,432.0,17.8,338.63,15.37,20.4,0.0,0.0,0.0,0.0,0.0,138.2575896162256,100.20009999999999,0.0,0.29920900000000006,34.480384,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,204.20399999999998,1123.5469999999998,1491.2399999999998
0.14476,0.0,10.01,0.0,0.547,5.731,65.2,2.7592,6.0,432.0,17.8,391.5,13.61,19.3,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,32.844361,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,193.193,887.372,1258.3600000000001
0.06899,0.0,25.65,0.06932773109243698,0.581,5.87,69.7,2.2577,2.0,188.0,19.1,389.15,14.37,22.0,0.0,0.0,0.0,0.0,0.0,0.0,657.9224999999999,0.004806334298425253,0.33756099999999994,34.456900000000005,16875.712125,0.00033321225178158266,3.2445435716167785,-0.5430045221302259,0.0,564.3,1001.5889999999999,1533.4
0.07165,0.0,25.65,0.06932773109243698,0.581,6.004,84.1,2.1974,2.0,188.0,18.459748427672956,377.67,12.711470588235294,20.3,0.0,0.0,0.0,0.0,1.0,0.0,657.9224999999999,0.004806334298425253,0.33756099999999994,36.048016,16875.712125,0.00033321225178158266,3.2445435716167785,-0.5430045221302259,0.0,520.6949999999999,1069.034676470588,1707.23
0.09299,0.0,25.65,0.0,0.5545696016771489,6.281852697095436,92.9,2.0869,2.0,188.0,18.459748427672956,378.09,17.93,20.5,0.0,0.0,0.0,0.0,1.0,0.0,657.9224999999999,0.0,0.30754744310435156,39.46167330800521,16875.712125,0.0,3.2445435716167785,-0.5895629585591444,0.0,525.8249999999999,1665.6970000000001,1904.45
0.15038,0.0,25.65,0.0,0.581,5.856,97.0,1.9444,2.0,188.0,18.459748427672956,356.93633744855964,25.41,17.3,0.0,0.0,0.0,0.0,1.0,0.0,657.9224999999999,0.0,0.33756099999999994,34.292736,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,443.745,2464.77,1678.1000000000001
0.09849,0.0,25.65,0.0,0.581,5.879,95.8,2.0063,2.0,410.7060041407868,19.1,379.38,17.58,18.8,0.0,0.0,0.0,1.0,0.0,0.0,657.9224999999999,0.0,0.33756099999999994,34.56264099999999,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,482.21999999999997,1684.1639999999998,1801.04
0.16902,0.0,11.075723140495867,0.0,0.581,6.281852697095436,88.4,1.9929,2.0,188.0,19.1,356.93633744855964,14.81,21.4,0.0,0.0,0.0,0.0,0.0,0.0,122.67164308491564,0.0,0.33756099999999994,39.46167330800521,1358.67715599825,0.0,2.4047556086524833,-0.5430045221302259,0.0,237.02047520661154,1309.2040000000002,1891.76
0.38735,0.0,25.65,0.0,0.581,5.613,95.6,1.7572,2.0,188.0,19.1,359.29,27.26,15.7,0.0,0.0,0.0,0.0,0.0,0.0,657.9224999999999,0.0,0.33756099999999994,31.505769000000004,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,402.705,2606.056,1500.9199999999998
0.25915,0.0,21.89,0.0,0.624,5.693,96.0,1.7883,4.0,437.0,21.2,392.11,17.19,16.2,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,32.41024899999999,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,354.618,1650.2400000000002,1555.1999999999998
0.32543,0.0,21.89,0.0,0.624,6.431,98.8,1.8125,4.0,437.0,21.2,396.9,15.39,18.0,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,41.357761,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,394.02,1520.532,1778.3999999999999
0.88125,0.0,21.89,0.0,0.624,5.637,94.7,1.9799,4.0,437.0,21.2,396.9,18.34,14.3,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,31.775768999999997,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,313.02700000000004,1736.798,1354.21
0.34006,0.0,21.89,0.0,0.624,6.458,98.9,2.1185,4.0,437.0,21.2,395.04,12.6,19.2,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,41.705764,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,420.288,1246.14,1898.88
1.19294,0.0,21.89,0.0,0.624,6.326,97.7,2.271,4.0,437.0,21.2,396.9,12.26,19.6,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,40.01827599999999,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,429.04400000000004,1197.802,1914.9200000000003
0.59005,0.0,21.89,0.0,0.624,6.372,97.9,2.3274,4.0,437.0,21.2,385.76,11.12,23.0,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,40.602384,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,503.47,1088.648,2251.7000000000003
0.32982,0.0,21.89,0.0,0.624,5.822,95.4,2.4699,4.0,437.0,21.2,388.69,15.03,18.4,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,33.895684,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,402.77599999999995,1433.862,1755.36
0.97617,0.0,21.89,0.06932773109243698,0.624,5.757,98.4,2.346,4.0,437.0,21.2,262.76,17.31,15.6,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.004806334298425253,0.389376,33.143049,10489.077269000001,0.00033321225178158266,3.0860299115347716,-0.47160491061270937,0.0,341.484,1703.3039999999999,1535.04
0.55778,0.0,11.075723140495867,0.0,0.624,6.335,98.2,2.1107,4.0,437.0,21.2,356.93633744855964,16.96,18.1,0.0,0.0,0.0,0.0,0.0,0.0,122.67164308491564,0.0,0.389376,40.132225,1358.67715599825,0.0,2.4047556086524833,-0.47160491061270937,0.0,200.47058884297522,1665.4720000000002,1777.4200000000003
0.32264,0.0,21.89,0.0,0.624,5.942,93.5,1.9669,4.0,437.0,18.459748427672956,378.25,16.9,17.4,0.0,0.0,0.0,0.0,1.0,0.0,479.1721,0.0,0.389376,35.307364,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,380.88599999999997,1580.1499999999999,1626.8999999999999
0.35233,0.0,21.89,0.0,0.624,6.454,98.4,1.8498,4.0,437.0,21.2,394.08,14.59,17.1,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,41.654115999999995,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,374.319,1435.6560000000002,1682.6400000000003
0.2498,0.0,21.89,0.0,0.624,5.857,98.2,1.6686,4.0,437.0,21.2,392.04,21.32,13.3,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,34.304449000000005,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,291.137,2093.6240000000003,1306.0600000000002
0.54452,0.0,21.89,0.0,0.624,6.151,97.9,1.6687,4.0,437.0,21.2,396.9,18.46,17.8,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,37.834801,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,389.64200000000005,1807.2340000000002,1742.6200000000001
0.2909,0.0,21.89,0.0,0.624,6.174,93.6,3.7756248434238,4.0,437.0,21.2,388.08,24.16,14.0,0.0,1.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,38.118276,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,306.46000000000004,2261.3759999999997,1310.3999999999999
1.62864,0.0,21.89,0.0,0.624,5.019,100.0,1.4394,4.0,437.0,21.2,396.9,34.41,14.4,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,25.190361000000003,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,315.216,3440.9999999999995,1440.0
3.32105,0.0,19.58,1.0,0.871,5.403,100.0,1.3216,5.0,403.0,14.7,396.9,26.82,13.4,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.758641,29.192408999999994,7506.509911999998,1.0,2.9745086371023644,-0.13811330212963427,0.0,262.37199999999996,2682.0,1340.0
4.0974,0.0,19.58,0.0,0.871,5.468,100.0,1.4118,5.0,403.0,14.7,396.9,26.42,15.6,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,29.899024,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,305.448,2642.0,1560.0
2.77974,0.0,19.58,0.0,0.871,4.903,97.8,1.3459,5.0,403.0,14.7,396.9,29.29,11.8,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,24.039408999999996,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,231.04399999999998,2864.562,1154.04
2.37934,0.0,19.58,0.0,0.871,6.13,100.0,3.7756248434238,5.0,403.0,14.7,172.91,27.8,13.8,0.0,1.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,37.5769,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,270.204,2780.0,1380.0
2.15505,0.0,19.58,0.0,0.871,5.628,100.0,1.5166,5.0,403.0,14.7,169.27,16.65,15.6,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,31.674384,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,305.448,1664.9999999999998,1560.0
2.36862,0.0,19.58,0.0,0.5545696016771489,4.926,95.7,1.4608,5.0,403.0,14.7,391.71,29.53,14.6,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.30754744310435156,24.265476000000003,7506.509911999998,0.0,2.9745086371023644,-0.5895629585591444,0.0,285.868,2826.021,1397.22
2.33099,0.0,11.075723140495867,0.0,0.871,5.186,93.8,1.5296,5.0,403.0,14.7,356.99,28.32,17.8,0.0,0.0,0.0,0.0,0.0,0.0,122.67164308491564,0.0,0.758641,26.894596,1358.67715599825,0.0,2.4047556086524833,-0.13811330212963427,0.0,197.14787190082646,2656.416,1669.64
2.73397,0.0,19.58,0.0,0.871,5.597,94.9,1.5257,5.0,403.0,14.7,351.85,21.45,15.4,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,31.326409000000005,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,301.532,2035.605,1461.46
1.6566,0.0,19.58,0.0,0.871,6.122,97.3,1.618,5.0,403.0,18.459748427672956,372.8,14.1,21.5,0.0,0.0,0.0,0.0,1.0,0.0,383.37639999999993,0.0,0.758641,37.478884,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,420.96999999999997,1371.9299999999998,2091.95
1.49632,0.0,11.075723140495867,0.0,0.871,5.404,100.0,1.5916,5.0,403.0,14.7,341.6,13.28,19.6,0.0,0.0,0.0,0.0,0.0,0.0,122.67164308491564,0.0,0.758641,29.203215999999998,1358.67715599825,0.0,2.4047556086524833,-0.13811330212963427,0.0,217.084173553719,1328.0,1960.0000000000002
1.12658,0.0,19.58,1.0,0.871,5.012,88.0,1.6102,5.0,403.0,14.7,343.28,12.12,15.3,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.758641,25.120143999999996,7506.509911999998,1.0,2.9745086371023644,-0.13811330212963427,0.0,299.574,1066.56,1346.4
2.14918,0.0,19.58,0.0,0.871,5.709,98.5,1.6232,5.0,403.0,14.7,261.95,15.79,19.4,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,32.592681,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,379.8519999999999,1555.3149999999998,1910.8999999999999
1.41385,0.0,19.58,0.06932773109243698,0.871,6.129,68.53488372093024,1.7494,5.0,403.0,14.7,321.02,15.12,17.0,1.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.004806334298425253,0.758641,37.564640999999995,7506.509911999998,0.00033321225178158266,2.9745086371023644,-0.13811330212963427,0.0,332.85999999999996,1036.2474418604652,1165.0930232558142
3.53501,0.0,19.58,1.0,0.871,6.152,82.6,1.7455,5.0,403.0,14.7,88.01,15.02,15.6,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.758641,37.847104,7506.509911999998,1.0,2.9745086371023644,-0.13811330212963427,0.0,305.448,1240.6519999999998,1288.56
2.44668,0.0,19.58,0.0,0.871,5.272,94.0,1.7364,5.0,403.0,14.7,88.63,16.14,22.588259109311743,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,27.793984000000002,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,442.27811336032386,1517.16,2123.296356275304
1.22358,0.0,19.58,0.0,0.605,6.943,97.4,1.8773,5.0,403.0,18.459748427672956,363.43,4.59,41.3,0.0,0.0,0.0,0.0,1.0,0.0,383.37639999999993,0.0,0.366025,48.205248999999995,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,808.6539999999999,447.06600000000003,4022.62
1.34284,0.0,19.58,0.06932773109243698,0.605,6.066,100.0,1.7573,5.0,403.0,14.7,353.89,6.43,24.3,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.004806334298425253,0.366025,36.796355999999996,7506.509911999998,0.00033321225178158266,2.9745086371023644,-0.5025268209512956,0.0,475.794,643.0,2430.0
1.42502,0.0,19.58,0.0,0.871,6.51,100.0,1.7659,5.0,403.0,18.459748427672956,364.31,12.711470588235294,23.3,0.0,0.0,0.0,0.0,1.0,0.0,383.37639999999993,0.0,0.758641,42.3801,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,456.214,1271.1470588235293,2330.0
1.27346,0.0,19.58,1.0,0.605,6.25,92.6,1.7984,5.0,403.0,14.7,338.92,5.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.366025,39.0625,7506.509911999998,1.0,2.9745086371023644,-0.5025268209512956,0.0,528.66,509.29999999999995,2500.2
1.46336,0.0,19.58,0.0,0.605,7.489,90.8,1.9709,5.0,403.0,14.7,374.43,1.73,50.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,56.085121,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,978.9999999999999,157.084,4540.0
1.83377,0.0,11.075723140495867,1.0,0.605,7.802,98.2,2.0407,5.0,403.0,14.7,389.61,1.92,50.0,0.0,0.0,0.0,0.0,0.0,0.0,122.67164308491564,1.0,0.366025,60.87120399999999,1358.67715599825,1.0,2.4047556086524833,-0.5025268209512956,0.0,553.7861570247934,188.544,4910.0
1.51902,0.0,19.58,0.06932773109243698,0.605,6.281852697095436,93.9,2.162,5.0,403.0,14.7,388.45,12.711470588235294,50.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.004806334298425253,0.366025,39.46167330800521,7506.509911999998,0.00033321225178158266,2.9745086371023644,-0.5025268209512956,0.0,978.9999999999999,1193.6070882352942,4695.0
2.24236,0.0,19.58,0.06932773109243698,0.605,5.854,91.8,2.422,5.0,403.0,14.7,395.11,11.64,22.7,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.004806334298425253,0.366025,34.269316,7506.509911999998,0.00033321225178158266,2.9745086371023644,-0.5025268209512956,0.0,444.46599999999995,1068.552,2083.8599999999997
2.924,0.0,19.58,0.0,0.605,6.281852697095436,93.0,2.2834,5.0,403.0,14.7,240.16,9.81,25.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,39.46167330800521,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,489.49999999999994,912.33,2325.0
2.01019,0.0,19.58,0.0,0.605,7.929,96.2,2.0459,9.471933471933472,403.0,14.7,369.3,3.7,50.0,0.0,0.0,1.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,62.869041,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,978.9999999999999,355.94000000000005,4810.0
1.80028,0.0,19.58,0.0,0.605,5.877,79.2,2.4259,5.0,403.0,14.7,227.61,12.14,23.8,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,34.539128999999996,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,466.00399999999996,961.488,1884.96
2.3004,0.0,19.58,0.0,0.5545696016771489,6.319,68.53488372093024,3.7756248434238,5.0,403.0,14.7,297.09,12.711470588235294,23.8,1.0,1.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.30754744310435156,39.929761,7506.509911999998,0.0,2.9745086371023644,-0.5895629585591444,0.0,466.00399999999996,871.1791586867306,1631.1302325581398
