crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv,age_missing,dis_missing,rad_missing,tax_missing,ptratio_missing,zn_squared,indus_squared,chas_squared,nox_squared,rm_squared,indus_cubed,chas_cubed,indus_log,nox_log,zn*age_m,indus*medv,age*lstat,age*medv,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv,age_missing,rm_age,dis_rad,age_group,dis_group,rad_group
0.15098,0.0,10.01,0.0,0.547,6.021,82.6,2.7474,6.0,432.0,17.8,394.51,10.3,19.2,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,36.252441,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,192.19199999999998,850.78,1585.9199999999998,0.15098,0.0,10.01,0.0,0.547,6.021,82.6,2.7474,6.0,432.0,17.8,394.51,10.3,19.2,0.0,497.33459999999997,16.4844,3.0,0.0,0.0
0.13058,0.0,11.136268041237114,0.0,0.547,5.872,73.1,2.4775,6.0,432.0,17.8,338.63,15.37,20.4,0.0,0.0,0.0,0.0,0.0,0.0,124.01646588627912,0.0,0.29920900000000006,34.480384,1381.080605636543,0.0,2.4102071730973904,-0.6033064765601558,0.0,227.1798680412371,1123.5469999999998,1491.2399999999998,0.13058,0.0,11.136268041237114,0.0,0.547,5.872,73.1,2.4775,6.0,432.0,17.8,338.63,15.37,20.4,0.0,429.24319999999994,14.865,2.0,0.0,0.0
0.14476,0.0,10.01,0.0,0.547,5.731,65.2,2.7592,6.0,432.0,17.8,391.5,13.61,19.3,0.0,0.0,0.0,0.0,0.0,0.0,100.20009999999999,0.0,0.29920900000000006,32.844361,1003.0030009999999,0.0,2.303584593327129,-0.6033064765601558,0.0,193.193,887.372,1258.3600000000001,0.14476,0.0,10.01,0.0,0.547,5.731,65.2,2.7592,6.0,432.0,17.8,391.5,13.61,19.3,0.0,373.6612,16.5552,2.0,0.0,0.0
0.06899,0.0,11.136268041237114,0.0,0.581,5.87,69.7,2.2577,2.0,188.0,19.1,389.15,14.37,22.0,0.0,0.0,0.0,0.0,0.0,0.0,124.01646588627912,0.0,0.33756099999999994,34.456900000000005,1381.080605636543,0.0,2.4102071730973904,-0.5430045221302259,0.0,244.99789690721653,1001.5889999999999,1533.4,0.06899,0.0,11.136268041237114,0.0,0.581,5.87,69.7,2.2577,2.0,188.0,19.1,389.15,14.37,22.0,0.0,409.139,4.5154,2.0,0.0,0.0
0.07165,0.0,25.65,0.0,0.581,6.004,84.1,2.1974,2.0,188.0,19.1,377.67,14.27,20.3,0.0,0.0,0.0,0.0,0.0,0.0,657.9224999999999,0.0,0.33756099999999994,36.048016,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,520.6949999999999,1200.107,1707.23,0.07165,0.0,25.65,0.0,0.581,6.004,84.1,2.1974,2.0,188.0,19.1,377.67,14.27,20.3,0.0,504.93639999999994,4.3948,3.0,0.0,0.0
0.09299,11.5850622406639,25.65,0.0,0.581,5.961,92.9,2.0869,2.0,188.0,19.1,378.09,17.93,20.5,0.0,0.0,0.0,0.0,0.0,134.21366712005647,657.9224999999999,0.0,0.33756099999999994,35.533521,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,525.8249999999999,1665.6970000000001,1904.45,0.09299,11.5850622406639,25.65,0.0,0.581,5.961,92.9,2.0869,2.0,188.0,19.1,378.09,17.93,20.5,0.0,553.7769000000001,4.1738,3.0,0.0,0.0
0.15038,0.0,25.65,0.0,0.581,5.856,97.0,1.9444,2.0,188.0,19.1,370.31,25.41,17.3,0.0,0.0,0.0,0.0,0.0,0.0,657.9224999999999,0.0,0.33756099999999994,34.292736,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,443.745,2464.77,1678.1000000000001,0.15038,0.0,25.65,0.0,0.581,5.856,97.0,1.9444,2.0,188.0,19.1,370.31,25.41,17.3,0.0,568.032,3.8888,3.0,0.0,0.0
0.09849,0.0,25.65,0.0,0.581,5.879,95.8,2.0063,2.0,188.0,19.1,379.38,17.58,18.8,0.0,0.0,0.0,0.0,0.0,0.0,657.9224999999999,0.0,0.33756099999999994,34.56264099999999,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,482.21999999999997,1684.1639999999998,1801.04,0.09849,0.0,25.65,0.0,0.581,5.879,95.8,2.0063,2.0,188.0,19.1,379.38,17.58,18.8,0.0,563.2081999999999,4.0126,3.0,0.0,0.0
0.16902,0.0,25.65,0.0,0.581,5.986,88.4,1.9929,2.0,188.0,19.1,385.02,14.81,21.4,0.0,0.0,0.0,0.0,0.0,0.0,657.9224999999999,0.0,0.33756099999999994,35.832195999999996,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,548.91,1309.2040000000002,1891.76,0.16902,0.0,25.65,0.0,0.581,5.986,88.4,1.9929,2.0,188.0,19.1,385.02,14.81,21.4,0.0,529.1624,3.9858,3.0,0.0,0.0
0.38735,11.5850622406639,25.65,0.0,0.581,5.613,95.6,1.7572,2.0,188.0,19.1,359.29,27.26,15.7,0.0,0.0,0.0,0.0,0.0,134.21366712005647,657.9224999999999,0.0,0.33756099999999994,31.505769000000004,16875.712125,0.0,3.2445435716167785,-0.5430045221302259,0.0,402.705,2606.056,1500.9199999999998,0.38735,11.5850622406639,25.65,0.0,0.581,5.613,95.6,1.7572,2.0,188.0,19.1,359.29,27.26,15.7,0.0,536.6028,3.5144,3.0,0.0,0.0
0.25915,0.0,21.89,0.0,0.624,5.693,68.13290870488323,1.7883,4.0,411.3953488372093,21.2,392.11,17.19,16.2,1.0,0.0,0.0,1.0,0.0,0.0,479.1721,0.0,0.389376,32.41024899999999,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,354.618,1171.2047006369428,1103.7531210191084,0.25915,0.0,21.89,0.0,0.624,5.693,68.13290870488323,1.7883,4.0,411.3953488372093,21.2,392.11,17.19,16.2,0.0,387.88064925690026,7.1532,2.0,0.0,0.0
0.32543,11.5850622406639,21.89,0.0,0.624,6.431,98.8,1.8125,4.0,437.0,21.2,356.7165560165975,15.39,18.0,0.0,0.0,0.0,0.0,0.0,134.21366712005647,479.1721,0.0,0.389376,41.357761,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,394.02,1520.532,1778.3999999999999,0.32543,11.5850622406639,21.89,0.0,0.624,6.431,98.8,1.8125,4.0,437.0,21.2,356.7165560165975,15.39,18.0,0.0,635.3828,7.25,3.0,0.0,0.0
0.88125,0.0,21.89,0.0,0.624,5.637,94.7,1.9799,4.0,437.0,21.2,396.9,18.34,14.3,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,31.775768999999997,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,313.02700000000004,1736.798,1354.21,0.88125,0.0,21.89,0.0,0.624,5.637,94.7,1.9799,4.0,437.0,21.2,396.9,18.34,14.3,0.0,533.8239,7.9196,3.0,0.0,0.0
0.34006,11.5850622406639,21.89,0.0,0.624,6.458,98.9,2.1185,4.0,437.0,21.2,395.04,12.6,19.2,0.0,0.0,0.0,0.0,0.0,134.21366712005647,479.1721,0.0,0.389376,41.705764,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,420.288,1246.14,1898.88,0.34006,11.5850622406639,21.89,0.0,0.624,6.458,98.9,2.1185,4.0,437.0,21.2,395.04,12.6,19.2,0.0,638.6962000000001,8.474,3.0,0.0,0.0
1.19294,0.0,21.89,0.0,0.624,6.326,97.7,2.271,4.0,437.0,21.2,396.9,12.26,19.6,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,40.01827599999999,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,429.04400000000004,1197.802,1914.9200000000003,1.19294,0.0,21.89,0.0,0.624,6.326,97.7,2.271,4.0,437.0,21.2,396.9,12.26,19.6,0.0,618.0502,9.084,3.0,0.0,0.0
0.59005,0.0,21.89,0.0,0.624,6.372,97.9,2.3274,4.0,437.0,21.2,385.76,11.12,23.0,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,40.602384,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,503.47,1088.648,2251.7000000000003,0.59005,0.0,21.89,0.0,0.624,6.372,97.9,2.3274,4.0,437.0,21.2,385.76,11.12,23.0,0.0,623.8188,9.3096,3.0,0.0,0.0
0.32982,0.0,21.89,0.0,0.5529530655391119,5.822,95.4,2.4699,4.0,437.0,21.2,388.69,15.03,18.4,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.30575709268910145,33.895684,10489.077269000001,0.0,3.0860299115347716,-0.5924821535045074,0.0,402.77599999999995,1433.862,1755.36,0.32982,0.0,21.89,0.0,0.5529530655391119,5.822,95.4,2.4699,4.0,437.0,21.2,388.69,15.03,18.4,0.0,555.4188,9.8796,3.0,0.0,0.0
0.97617,0.0,21.89,0.0,0.624,5.757,68.13290870488323,2.346,4.0,437.0,21.2,262.76,17.31,15.6,1.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,33.143049,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,341.484,1179.3806496815287,1062.8733757961784,0.97617,0.0,21.89,0.0,0.624,5.757,68.13290870488323,2.346,4.0,437.0,21.2,262.76,17.31,15.6,0.0,392.2411554140128,9.384,2.0,0.0,0.0
0.55778,0.0,21.89,0.0,0.624,6.335,98.2,3.814106122448979,4.0,437.0,21.2,394.67,16.96,18.1,0.0,1.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,40.132225,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,396.20900000000006,1665.4720000000002,1777.4200000000003,0.55778,0.0,21.89,0.0,0.624,6.335,98.2,3.814106122448979,4.0,437.0,21.2,394.67,16.96,18.1,0.0,622.097,15.256424489795917,3.0,0.0,0.0
0.32264,0.0,21.89,0.0,0.624,5.942,93.5,1.9669,4.0,437.0,21.2,378.25,16.9,17.4,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,35.307364,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,380.88599999999997,1580.1499999999999,1626.8999999999999,0.32264,0.0,21.89,0.0,0.624,5.942,93.5,1.9669,4.0,437.0,21.2,378.25,16.9,17.4,0.0,555.577,7.8676,3.0,0.0,0.0
0.35233,0.0,21.89,0.0,0.624,6.454,98.4,1.8498,4.0,437.0,21.2,394.08,14.59,17.1,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,41.654115999999995,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,374.319,1435.6560000000002,1682.6400000000003,0.35233,0.0,21.89,0.0,0.624,6.454,98.4,1.8498,4.0,437.0,21.2,394.08,14.59,17.1,0.0,635.0736,7.3992,3.0,0.0,0.0
0.2498,0.0,21.89,0.0,0.624,5.857,98.2,1.6686,4.0,437.0,21.2,392.04,21.32,13.3,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,34.304449000000005,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,291.137,2093.6240000000003,1306.0600000000002,0.2498,0.0,21.89,0.0,0.624,5.857,98.2,1.6686,4.0,437.0,21.2,392.04,21.32,13.3,0.0,575.1574,6.6744,3.0,0.0,0.0
0.54452,0.0,21.89,0.0,0.624,6.151,97.9,1.6687,4.0,437.0,21.2,396.9,18.46,17.8,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,37.834801,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,389.64200000000005,1807.2340000000002,1742.6200000000001,0.54452,0.0,21.89,0.0,0.624,6.151,97.9,1.6687,4.0,437.0,21.2,396.9,18.46,17.8,0.0,602.1829,6.6748,3.0,0.0,0.0
0.2909,0.0,21.89,0.0,0.624,6.174,93.6,1.6119,4.0,437.0,21.2,388.08,24.16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,38.118276,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,306.46000000000004,2261.3759999999997,1310.3999999999999,0.2909,0.0,21.89,0.0,0.624,6.174,93.6,1.6119,4.0,437.0,21.2,388.08,24.16,14.0,0.0,577.8864,6.4476,3.0,0.0,0.0
1.62864,0.0,21.89,0.0,0.624,5.019,100.0,1.4394,4.0,437.0,21.2,396.9,34.41,14.4,0.0,0.0,0.0,0.0,0.0,0.0,479.1721,0.0,0.389376,25.190361000000003,10489.077269000001,0.0,3.0860299115347716,-0.47160491061270937,0.0,315.216,3440.9999999999995,1440.0,1.62864,0.0,21.89,0.0,0.624,5.019,100.0,1.4394,4.0,437.0,21.2,396.9,34.41,14.4,0.0,501.90000000000003,5.7576,3.0,0.0,0.0
3.32105,0.0,19.58,1.0,0.871,5.403,100.0,1.3216,5.0,403.0,14.7,396.9,26.82,13.4,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.758641,29.192408999999994,7506.509911999998,1.0,2.9745086371023644,-0.13811330212963427,0.0,262.37199999999996,2682.0,1340.0,3.32105,0.0,19.58,1.0,0.871,5.403,100.0,1.3216,5.0,403.0,14.7,396.9,26.82,13.4,0.0,540.3,6.6080000000000005,3.0,0.0,0.0
4.0974,0.0,19.58,0.0,0.871,5.468,100.0,1.4118,5.0,403.0,14.7,396.9,26.42,15.6,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,29.899024,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,305.448,2642.0,1560.0,4.0974,0.0,19.58,0.0,0.871,5.468,100.0,1.4118,5.0,403.0,14.7,396.9,26.42,15.6,0.0,546.8,7.058999999999999,3.0,0.0,0.0
2.77974,11.5850622406639,11.136268041237114,0.0,0.871,4.903,97.8,3.814106122448979,5.0,403.0,14.7,396.9,29.29,11.8,0.0,1.0,0.0,0.0,0.0,134.21366712005647,124.01646588627912,0.0,0.758641,24.039408999999996,1381.080605636543,0.0,2.4102071730973904,-0.13811330212963427,0.0,131.40796288659797,2864.562,1154.04,2.77974,11.5850622406639,11.136268041237114,0.0,0.871,4.903,97.8,3.814106122448979,5.0,403.0,14.7,396.9,29.29,11.8,0.0,479.51339999999993,19.070530612244895,3.0,0.0,0.0
2.37934,0.0,19.58,0.0,0.871,6.13,100.0,1.4191,5.0,403.0,14.7,172.91,27.8,13.8,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,37.5769,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,270.204,2780.0,1380.0,2.37934,0.0,19.58,0.0,0.871,6.13,100.0,1.4191,5.0,403.0,14.7,172.91,27.8,13.8,0.0,613.0,7.0955,3.0,0.0,0.0
2.15505,11.5850622406639,19.58,0.0,0.871,5.628,100.0,1.5166,5.0,403.0,14.7,356.7165560165975,16.65,15.6,0.0,0.0,0.0,0.0,0.0,134.21366712005647,383.37639999999993,0.0,0.758641,31.674384,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,305.448,1664.9999999999998,1560.0,2.15505,11.5850622406639,19.58,0.0,0.871,5.628,100.0,1.5166,5.0,403.0,14.7,356.7165560165975,16.65,15.6,0.0,562.8,7.583,3.0,0.0,0.0
2.36862,0.0,19.58,0.0,0.871,4.926,95.7,1.4608,5.0,403.0,14.7,391.71,29.53,14.6,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,24.265476000000003,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,285.868,2826.021,1397.22,2.36862,0.0,19.58,0.0,0.871,4.926,95.7,1.4608,5.0,403.0,14.7,391.71,29.53,14.6,0.0,471.4182,7.304,3.0,0.0,0.0
2.33099,0.0,19.58,0.0,0.871,5.186,68.13290870488323,1.5296,5.0,403.0,14.7,356.99,28.32,22.50925925925926,1.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,26.894596,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,440.73129629629625,1929.5239745222932,1533.6213061256587,2.33099,0.0,19.58,0.0,0.871,5.186,68.13290870488323,1.5296,5.0,403.0,14.7,356.99,28.32,22.50925925925926,0.0,353.33726454352444,7.648000000000001,2.0,0.0,0.0
2.73397,0.0,19.58,0.0,0.5529530655391119,5.597,94.9,1.5257,5.0,403.0,14.7,351.85,21.45,15.4,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.30575709268910145,31.326409000000005,7506.509911999998,0.0,2.9745086371023644,-0.5924821535045074,0.0,301.532,2035.605,1461.46,2.73397,0.0,19.58,0.0,0.5529530655391119,5.597,94.9,1.5257,5.0,403.0,14.7,351.85,21.45,15.4,0.0,531.1553000000001,7.628500000000001,3.0,0.0,0.0
1.6566,0.0,19.58,0.0,0.871,6.122,97.3,1.618,5.0,403.0,14.7,372.8,14.1,21.5,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,37.478884,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,420.96999999999997,1371.9299999999998,2091.95,1.6566,0.0,19.58,0.0,0.871,6.122,97.3,1.618,5.0,403.0,14.7,372.8,14.1,21.5,0.0,595.6705999999999,8.09,3.0,0.0,0.0
1.49632,0.0,19.58,0.0,0.871,5.404,68.13290870488323,1.5916,9.517671517671518,403.0,14.7,341.6,13.28,19.6,1.0,0.0,1.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,29.203215999999998,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,383.768,904.8050276008494,1335.4050106157115,1.49632,0.0,19.58,0.0,0.871,5.404,68.13290870488323,1.5916,9.517671517671518,403.0,14.7,341.6,13.28,19.6,0.0,368.190238641189,15.148325987525988,2.0,0.0,1.0
1.12658,0.0,19.58,1.0,0.871,6.272806315789474,88.0,1.6102,5.0,403.0,14.7,343.28,12.12,15.3,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.758641,39.348099075408314,7506.509911999998,1.0,2.9745086371023644,-0.13811330212963427,0.0,299.574,1066.56,1346.4,1.12658,0.0,19.58,1.0,0.871,6.272806315789474,88.0,1.6102,5.0,403.0,14.7,343.28,12.12,15.3,0.0,552.0069557894737,8.051,3.0,0.0,0.0
2.14918,0.0,19.58,0.0,0.871,5.709,98.5,1.6232,5.0,403.0,14.7,261.95,15.79,19.4,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,32.592681,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,379.8519999999999,1555.3149999999998,1910.8999999999999,2.14918,0.0,19.58,0.0,0.871,5.709,98.5,1.6232,5.0,403.0,14.7,261.95,15.79,19.4,0.0,562.3365,8.116,3.0,0.0,0.0
1.41385,0.0,19.58,1.0,0.871,6.129,96.0,1.7494,5.0,403.0,14.7,321.02,15.12,17.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.758641,37.564640999999995,7506.509911999998,1.0,2.9745086371023644,-0.13811330212963427,0.0,332.85999999999996,1451.52,1632.0,1.41385,0.0,19.58,1.0,0.871,6.129,96.0,1.7494,5.0,403.0,14.7,321.02,15.12,17.0,0.0,588.384,8.747,3.0,0.0,0.0
3.53501,0.0,19.58,0.06639004149377593,0.871,6.152,82.6,1.7455,5.0,403.0,14.7,88.01,15.02,15.6,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.00440763760954529,0.758641,37.847104,7506.509911999998,0.0002926232437872392,2.9745086371023644,-0.13811330212963427,0.0,305.448,1240.6519999999998,1288.56,3.53501,0.0,19.58,0.06639004149377593,0.871,6.152,82.6,1.7455,5.0,403.0,14.7,88.01,15.02,15.6,0.0,508.1552,8.727500000000001,3.0,0.0,0.0
2.44668,0.0,19.58,0.0,0.871,5.272,94.0,1.7364,5.0,403.0,14.7,88.63,16.14,13.1,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.758641,27.793984000000002,7506.509911999998,0.0,2.9745086371023644,-0.13811330212963427,0.0,256.498,1517.16,1231.3999999999999,2.44668,0.0,19.58,0.0,0.871,5.272,94.0,1.7364,5.0,403.0,14.7,88.63,16.14,13.1,0.0,495.56800000000004,8.682,3.0,0.0,0.0
1.22358,0.0,19.58,0.0,0.605,6.943,97.4,1.8773,5.0,403.0,14.7,363.43,4.59,41.3,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,48.205248999999995,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,808.6539999999999,447.06600000000003,4022.62,1.22358,0.0,19.58,0.0,0.605,6.943,97.4,1.8773,5.0,403.0,14.7,363.43,4.59,41.3,0.0,676.2482,9.3865,3.0,0.0,0.0
1.34284,0.0,19.58,0.0,0.605,6.066,100.0,1.7573,5.0,403.0,14.7,353.89,6.43,24.3,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,36.796355999999996,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,475.794,643.0,2430.0,1.34284,0.0,19.58,0.0,0.605,6.066,100.0,1.7573,5.0,403.0,14.7,353.89,6.43,24.3,0.0,606.6,8.7865,3.0,0.0,0.0
1.42502,0.0,19.58,0.0,0.5529530655391119,6.51,100.0,1.7659,5.0,403.0,14.7,364.31,7.39,23.3,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.30575709268910145,42.3801,7506.509911999998,0.0,2.9745086371023644,-0.5924821535045074,0.0,456.214,739.0,2330.0,1.42502,0.0,19.58,0.0,0.5529530655391119,6.51,100.0,1.7659,5.0,403.0,14.7,364.31,7.39,23.3,0.0,651.0,8.8295,3.0,0.0,0.0
1.27346,0.0,19.58,1.0,0.605,6.25,92.6,1.7984,5.0,403.0,14.7,338.92,5.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.366025,39.0625,7506.509911999998,1.0,2.9745086371023644,-0.5025268209512956,0.0,528.66,509.29999999999995,2500.2,1.27346,0.0,19.58,1.0,0.605,6.25,92.6,1.7984,5.0,403.0,14.7,338.92,5.5,27.0,0.0,578.75,8.992,3.0,0.0,0.0
1.46336,0.0,19.58,0.0,0.605,7.489,90.8,1.9709,5.0,403.0,14.7,374.43,1.73,50.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,56.085121,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,978.9999999999999,157.084,4540.0,1.46336,0.0,19.58,0.0,0.605,7.489,90.8,1.9709,5.0,403.0,14.7,374.43,1.73,50.0,0.0,680.0011999999999,9.8545,3.0,0.0,0.0
1.83377,0.0,19.58,1.0,0.605,7.802,98.2,2.0407,5.0,403.0,14.7,389.61,1.92,50.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.366025,60.87120399999999,7506.509911999998,1.0,2.9745086371023644,-0.5025268209512956,0.0,978.9999999999999,188.544,4910.0,1.83377,0.0,19.58,1.0,0.605,7.802,98.2,2.0407,5.0,403.0,14.7,389.61,1.92,50.0,0.0,766.1564,10.203500000000002,3.0,0.0,0.0
1.51902,0.0,19.58,1.0,0.605,8.375,93.9,2.162,5.0,403.0,14.7,388.45,3.32,50.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,1.0,0.366025,70.140625,7506.509911999998,1.0,2.9745086371023644,-0.5025268209512956,0.0,978.9999999999999,311.748,4695.0,1.51902,0.0,19.58,1.0,0.605,8.375,93.9,2.162,5.0,403.0,14.7,388.45,3.32,50.0,0.0,786.4125,10.809999999999999,3.0,0.0,0.0
2.24236,0.0,19.58,0.0,0.605,5.854,91.8,2.422,5.0,403.0,14.7,395.11,11.64,22.7,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,34.269316,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,444.46599999999995,1068.552,2083.8599999999997,2.24236,0.0,19.58,0.0,0.605,5.854,91.8,2.422,5.0,403.0,14.7,395.11,11.64,22.7,0.0,537.3972,12.110000000000001,3.0,0.0,0.0
2.924,0.0,19.58,0.0,0.605,6.101,93.0,2.2834,5.0,411.3953488372093,14.7,240.16,9.81,25.0,0.0,0.0,0.0,1.0,0.0,0.0,383.37639999999993,0.0,0.366025,37.222201,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,489.49999999999994,912.33,2325.0,2.924,0.0,19.58,0.0,0.605,6.101,93.0,2.2834,5.0,411.3953488372093,14.7,240.16,9.81,25.0,0.0,567.393,11.417,3.0,0.0,0.0
2.01019,0.0,19.58,0.0,0.605,7.929,96.2,2.0459,5.0,403.0,14.7,369.3,3.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,62.869041,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,978.9999999999999,355.94000000000005,4810.0,2.01019,0.0,19.58,0.0,0.605,7.929,96.2,2.0459,5.0,403.0,14.7,369.3,3.7,50.0,0.0,762.7698,10.2295,3.0,0.0,0.0
1.80028,0.0,19.58,0.0,0.605,5.877,79.2,2.4259,5.0,403.0,14.7,227.61,12.14,23.8,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,34.539128999999996,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,466.00399999999996,961.488,1884.96,1.80028,0.0,19.58,0.0,0.605,5.877,79.2,2.4259,5.0,403.0,14.7,227.61,12.14,23.8,0.0,465.4584,12.1295,3.0,0.0,0.0
2.3004,11.5850622406639,19.58,0.0,0.605,6.319,96.1,2.1,5.0,403.0,14.7,297.09,11.1,23.8,0.0,0.0,0.0,0.0,0.0,134.21366712005647,383.37639999999993,0.0,0.366025,39.929761,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,466.00399999999996,1066.7099999999998,2287.18,2.3004,11.5850622406639,19.58,0.0,0.605,6.319,96.1,2.1,5.0,403.0,14.7,297.09,11.1,23.8,0.0,607.2559,10.5,3.0,0.0,0.0
2.44953,0.0,19.58,0.0,0.605,6.402,95.2,3.814106122448979,5.0,403.0,14.7,330.04,11.32,22.3,0.0,1.0,0.0,0.0,0.0,0.0,383.37639999999993,0.0,0.366025,40.985604,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,436.63399999999996,1077.664,2122.96,2.44953,0.0,19.58,0.0,0.605,6.402,95.2,3.814106122448979,5.0,403.0,14.7,330.04,11.32,22.3,0.0,609.4704,19.070530612244895,3.0,0.0,0.0
1.20742,0.0,19.58,0.06639004149377593,0.605,6.272806315789474,94.6,2.4259,5.0,403.0,14.7,292.29,14.43,17.4,0.0,0.0,0.0,0.0,0.0,0.0,383.37639999999993,0.00440763760954529,0.366025,39.348099075408314,7506.509911999998,0.0002926232437872392,2.9745086371023644,-0.5025268209512956,0.0,340.69199999999995,1365.078,1646.0399999999997,1.20742,0.0,19.58,0.06639004149377593,0.605,6.272806315789474,94.6,2.4259,5.0,403.0,14.7,292.29,14.43,17.4,0.0,593.4074774736841,12.1295,3.0,0.0,0.0
2.3139,0.0,19.58,0.0,0.605,5.88,97.3,2.3887,5.0,403.0,18.46107660455487,348.13,12.03,22.50925925925926,0.0,0.0,0.0,0.0,1.0,0.0,383.37639999999993,0.0,0.366025,34.5744,7506.509911999998,0.0,2.9745086371023644,-0.5025268209512956,0.0,440.73129629629625,1170.519,2190.150925925926,2.3139,0.0,19.58,0.0,0.605,5.88,97.3,2.3887,5.0,403.0,18.46107660455487,348.13,12.03,22.50925925925926,0.0,572.124,11.9435,3.0,0.0,0.0
