Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,FoodCourt_missing,ShoppingMall_missing,Spa_missing,VRDeck_missing,ShoppingMall_squared,FoodCourt_cubed,VRDeck_cubed,RoomService_cubed,Spa_cubed,RoomService*FoodCourt,Age*Age,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_missing_value,CryoSleep_False,CryoSleep_True,CryoSleep_missing_value,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_missing_value,VIP_False,VIP_True,VIP_missing_value
24.0,70.0,160.0,340.0,0.0,336.0,False,0.0,0.0,0.0,0.0,115600.0,4096000.0,37933056.0,343000.0,0.0,11200.0,576.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
42.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
30.0,1450.0,0.0,173.72916912197996,0.0,1147.0,False,0.0,1.0,0.0,0.0,30181.824203813518,0.0,1509003523.0,3048625000.0,0.0,0.0,900.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
19.0,1507.0,0.0,260.0,0.0,0.0,False,0.0,0.0,0.0,0.0,67600.0,0.0,0.0,3422470843.0,0.0,0.0,361.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
26.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
47.0,405.0,0.0,193.0,458.0,0.0,False,0.0,0.0,0.0,0.0,37249.0,0.0,0.0,66430125.0,96071912.0,0.0,2209.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
28.0,120.0,8.0,1128.0,1.0,7.0,True,0.0,0.0,0.0,0.0,1272384.0,512.0,343.0,1728000.0,1.0,960.0,784.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
24.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
29.0,28.0,0.0,561.0,203.0,0.0,False,0.0,0.0,0.0,0.0,314721.0,0.0,0.0,21952.0,8365427.0,0.0,841.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
32.0,0.0,486.0,0.0,229.0,26.0,False,0.0,0.0,0.0,0.0,0.0,114791256.0,17576.0,0.0,12008989.0,0.0,1024.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
44.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
17.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
35.0,775.0,14.0,0.0,610.0,4.0,False,0.0,0.0,0.0,0.0,0.0,2744.0,64.0,465484375.0,226981000.0,10850.0,1225.0,True,False,False,False,False,False,True,True,False,False,False,True,False,False
23.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
34.0,0.0,118.0,5.0,0.0,761.0,False,0.0,0.0,0.0,0.0,25.0,1643032.0,440711081.0,0.0,0.0,0.0,1156.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
25.0,1174.0,0.0,18.0,721.0,0.0,False,0.0,0.0,0.0,0.0,324.0,0.0,0.0,1618096024.0,374805361.0,0.0,625.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
67.0,0.0,761.0,0.0,1.0,0.0,True,0.0,0.0,0.0,0.0,0.0,440711081.0,0.0,0.0,1.0,0.0,4489.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False
22.0,0.0,1531.0,0.0,369.0,2969.0,False,0.0,0.0,0.0,0.0,0.0,3588604291.0,26171619209.0,0.0,50243409.0,0.0,484.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
28.82793046746535,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.049575037017,False,True,False,False,False,True,False,False,False,True,False,True,False,False
27.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
14.0,1489.0,2.0,126.0,460.0,72.0,False,0.0,0.0,0.0,0.0,15876.0,8.0,373248.0,3301293169.0,97336000.0,2978.0,196.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
42.0,491.0,106.0,8.0,202.0,0.0,False,0.0,0.0,0.0,0.0,64.0,1191016.0,0.0,118370771.0,8242408.0,52046.0,1764.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
19.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
22.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
31.0,43.0,782.0,1.0,660.0,0.0,False,0.0,0.0,0.0,0.0,1.0,478211768.0,0.0,79507.0,287496000.0,33626.0,961.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
10.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
39.0,1535.0,0.0,340.0,0.0,723.0,False,0.0,0.0,0.0,0.0,115600.0,0.0,377933067.0,3616805375.0,0.0,0.0,1521.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
41.0,0.0,0.0,0.0,0.0,304.8547912992357,True,0.0,0.0,0.0,1.0,0.0,0.0,28332120.172066003,0.0,0.0,0.0,1681.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
22.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
21.0,0.0,39.0,0.0,310.0,539.0,False,0.0,0.0,0.0,0.0,0.0,59319.0,156590819.0,0.0,29791000.0,0.0,441.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
40.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
25.0,0.0,997.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,991026973.0,0.0,0.0,0.0,0.0,625.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
23.0,0.0,1268.0,0.0,119.0,2.0,False,0.0,0.0,0.0,0.0,0.0,2038720832.0,8.0,0.0,1685159.0,0.0,529.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
33.0,77.0,2381.0,0.0,3656.0,150.0,False,0.0,0.0,0.0,0.0,0.0,13498272341.0,3375000.0,456533.0,48867324416.0,183337.0,1089.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
20.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
40.0,0.0,458.07720329024676,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,96120503.6029043,0.0,0.0,0.0,0.0,1600.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
27.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
21.0,965.0,0.0,23.0,3.0,0.0,False,0.0,0.0,0.0,0.0,529.0,0.0,0.0,898632125.0,27.0,0.0,441.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
25.0,591.0,466.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,101194696.0,0.0,206425071.0,0.0,275406.0,625.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False
2.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
19.0,0.0,3.0,946.0,0.0,0.0,False,0.0,0.0,0.0,0.0,894916.0,27.0,0.0,0.0,0.0,0.0,361.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
41.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
43.0,0.0,2801.0,537.0,42.0,144.0,True,0.0,0.0,0.0,0.0,288369.0,21975528401.0,2985984.0,0.0,74088.0,0.0,1849.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
19.0,245.0,41.0,550.0,311.1387779083431,0.0,False,0.0,0.0,1.0,0.0,302500.0,68921.0,0.0,14706125.0,30120517.18582555,10045.0,361.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
22.0,926.0,0.0,0.0,0.0,78.0,True,0.0,0.0,0.0,0.0,0.0,0.0,474552.0,794022776.0,0.0,0.0,484.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
16.0,0.0,30.0,0.0,769.0,4.0,False,0.0,0.0,0.0,0.0,0.0,27000.0,64.0,0.0,454756609.0,0.0,256.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
42.0,0.0,21.0,0.0,2735.0,3604.0,False,0.0,0.0,0.0,0.0,0.0,9261.0,46811692864.0,0.0,20458415375.0,0.0,1764.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
20.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
35.0,0.0,1125.0,429.0,0.0,55.0,False,0.0,0.0,0.0,0.0,184041.0,1423828125.0,166375.0,0.0,0.0,0.0,1225.0,True,False,False,False,True,False,False,False,False,False,True,True,False,False
53.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
17.0,21.0,0.0,690.0,260.0,5.0,False,0.0,0.0,0.0,0.0,476100.0,0.0,125.0,9261.0,17576000.0,0.0,289.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
6.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
22.0,0.0,442.0,0.0,0.0,368.0,True,0.0,0.0,0.0,0.0,0.0,86350888.0,49836032.0,0.0,0.0,0.0,484.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
41.0,338.0,0.0,377.0,2.0,86.0,True,0.0,0.0,0.0,0.0,142129.0,0.0,636056.0,38614472.0,8.0,0.0,1681.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
19.0,189.0,510.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,132651000.0,0.0,6751269.0,0.0,96390.0,361.0,True,False,False,False,True,False,False,False,False,False,True,True,False,False
39.0,705.0,3.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,27.0,0.0,350402625.0,0.0,2115.0,1521.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False
23.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
31.0,1088.0,0.0,280.0,0.0,0.0,False,0.0,0.0,0.0,0.0,78400.0,0.0,0.0,1287913472.0,0.0,0.0,961.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
38.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
1.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
13.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
21.0,1072.0,79.0,46.0,16.0,0.0,False,0.0,0.0,0.0,0.0,2116.0,493039.0,0.0,1231925248.0,4096.0,84688.0,441.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
44.0,485.0,2.0,210.0,0.0,351.0,False,0.0,0.0,0.0,0.0,44100.0,8.0,43243551.0,114084125.0,0.0,970.0,1936.0,False,False,True,False,True,False,False,False,False,False,True,True,False,False
36.0,42.0,0.0,212.0,151.0,1853.0,False,0.0,0.0,0.0,0.0,44944.0,0.0,6362477477.0,74088.0,3442951.0,0.0,1296.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
19.0,2058.0,0.0,224.0,298.0,19.0,False,0.0,0.0,0.0,0.0,50176.0,0.0,6859.0,8716379112.0,26463592.0,0.0,361.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
7.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
39.0,386.0,190.0,0.0,489.0,0.0,False,0.0,0.0,0.0,0.0,0.0,6859000.0,0.0,57512456.0,116930169.0,73340.0,1521.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
28.0,0.0,508.0,334.0,0.0,46.0,True,0.0,0.0,0.0,0.0,111556.0,131096512.0,97336.0,0.0,0.0,0.0,784.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
28.0,0.0,0.0,529.0,560.0,60.0,False,0.0,0.0,0.0,0.0,279841.0,0.0,216000.0,0.0,175616000.0,0.0,784.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
14.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
18.0,0.0,0.0,599.0,59.0,152.0,False,0.0,0.0,0.0,0.0,358801.0,0.0,3511808.0,0.0,205379.0,0.0,324.0,True,False,False,False,False,False,True,False,False,True,False,True,False,False
23.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
33.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,1089.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
18.0,1656.0,0.0,0.0,311.1387779083431,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4541308416.0,30120517.18582555,0.0,324.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
47.0,1.0,734.0,28.0,78.0,3471.0,False,0.0,0.0,0.0,0.0,784.0,395446904.0,41818056111.0,1.0,474552.0,734.0,2209.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
42.0,0.0,51.0,0.0,4170.0,13.0,False,0.0,0.0,0.0,0.0,0.0,132651.0,2197.0,0.0,72511713000.0,0.0,1764.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
17.0,36.0,0.0,1013.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1026169.0,0.0,0.0,46656.0,0.0,0.0,289.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
21.0,737.0,4.0,27.0,8.0,0.0,False,0.0,0.0,0.0,0.0,729.0,64.0,0.0,400315553.0,512.0,2948.0,441.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
17.0,8.0,222.0,3.0,401.0,0.0,True,0.0,0.0,0.0,0.0,9.0,10941048.0,0.0,512.0,64481201.0,1776.0,289.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
26.0,4.0,770.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,456533000.0,0.0,64.0,0.0,3080.0,676.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
23.0,0.0,567.0,896.0,0.0,122.0,False,0.0,0.0,0.0,0.0,802816.0,182284263.0,1815848.0,0.0,0.0,0.0,529.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
15.0,0.0,0.0,173.72916912197996,0.0,832.0,False,0.0,1.0,0.0,0.0,30181.824203813518,0.0,575930368.0,0.0,0.0,0.0,225.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False
18.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
65.0,259.0,0.0,0.0,0.0,1916.0,False,0.0,0.0,0.0,0.0,0.0,0.0,7033743296.0,17373979.0,0.0,0.0,4225.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
33.0,13.0,458.07720329024676,2011.0,17.0,32.0,True,1.0,0.0,0.0,0.0,4044121.0,96120503.6029043,32768.0,2197.0,4913.0,5955.0036427732075,1089.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
27.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
41.0,0.0,184.0,0.0,1520.0,3358.0,False,0.0,0.0,0.0,0.0,0.0,6229504.0,37865358712.0,0.0,3511808000.0,0.0,1681.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
42.0,1381.0,0.0,1243.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1545049.0,0.0,0.0,2633789341.0,0.0,0.0,1764.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
28.82793046746535,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.049575037017,False,False,True,False,False,True,False,False,False,True,False,True,False,False
37.0,328.0,6153.0,173.72916912197996,26.0,820.0,False,0.0,1.0,0.0,0.0,30181.824203813518,232948943577.0,551368000.0,35287552.0,17576.0,2018184.0,1369.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
17.0,891.0,0.0,243.0,0.0,5.0,False,0.0,0.0,0.0,0.0,59049.0,0.0,125.0,707347971.0,0.0,0.0,289.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False
24.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
39.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
59.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3481.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False
32.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
29.0,2988.0,2147.0,0.0,0.0,1779.0,False,0.0,0.0,0.0,0.0,0.0,9896830523.0,5630252139.0,26677294272.0,0.0,6415236.0,841.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
8.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
28.0,0.0,4380.0,0.0,692.0,0.0,True,0.0,0.0,0.0,0.0,0.0,84027672000.0,0.0,0.0,331373888.0,0.0,784.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
35.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
24.0,711.0,0.0,0.0,59.0,57.0,False,0.0,0.0,0.0,0.0,0.0,0.0,185193.0,359425431.0,205379.0,0.0,576.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
4.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
28.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False
46.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,2116.0,False,False,True,False,False,True,False,False,False,False,True,True,False,False
67.0,443.0,0.0,1721.0,250.0,2.0,False,0.0,0.0,0.0,0.0,2961841.0,0.0,8.0,86938307.0,15625000.0,0.0,4489.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
44.0,0.0,200.0,128.0,460.0,0.0,False,0.0,0.0,0.0,0.0,16384.0,8000000.0,0.0,0.0,97336000.0,0.0,1936.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
14.0,360.0,0.0,2116.0,1.0,8.0,False,0.0,0.0,0.0,0.0,4477456.0,0.0,512.0,46656000.0,1.0,0.0,196.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
23.0,0.0,0.0,4.0,0.0,965.0,True,0.0,0.0,0.0,0.0,16.0,0.0,898632125.0,0.0,0.0,0.0,529.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
51.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
20.0,0.0,258.0,331.0,133.0,304.8547912992357,False,0.0,0.0,0.0,1.0,109561.0,17173512.0,28332120.172066003,0.0,2352637.0,0.0,400.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
23.0,0.0,20.0,26.0,0.0,659.0,False,0.0,0.0,0.0,0.0,676.0,8000.0,286191179.0,0.0,0.0,0.0,529.0,True,False,False,False,True,False,False,False,False,False,True,True,False,False
24.0,181.0,224.0,0.0,195.0,191.0,False,0.0,0.0,0.0,0.0,0.0,11239424.0,6967871.0,5929741.0,7414875.0,40544.0,576.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
41.0,112.0,186.0,228.0,760.0,0.0,False,0.0,0.0,0.0,0.0,51984.0,6434856.0,0.0,1404928.0,438976000.0,20832.0,1681.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
30.0,806.0,100.0,9.0,311.1387779083431,47.0,False,0.0,0.0,1.0,0.0,81.0,1000000.0,103823.0,523606616.0,30120517.18582555,80600.0,900.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
27.0,0.0,1826.0,39.0,11.0,649.0,False,0.0,0.0,0.0,0.0,1521.0,6088387976.0,273359449.0,0.0,1331.0,0.0,729.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
13.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
16.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
30.0,50.0,1248.0,0.0,1.0,912.0,True,0.0,0.0,0.0,0.0,0.0,1943764992.0,758550528.0,125000.0,1.0,62400.0,900.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
8.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
59.0,0.0,0.0,0.0,0.0,755.0,False,0.0,0.0,0.0,0.0,0.0,0.0,430368875.0,0.0,0.0,0.0,3481.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
43.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False
30.0,0.0,138.0,0.0,5467.0,112.0,False,0.0,0.0,0.0,0.0,0.0,2628072.0,1404928.0,0.0,163398182563.0,0.0,900.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
46.0,202.0,484.0,0.0,3208.0,2485.0,False,0.0,0.0,0.0,0.0,0.0,113379904.0,15345434125.0,8242408.0,33014374912.0,97768.0,2116.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
39.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
21.0,5.0,251.0,10.0,26.0,3384.0,False,0.0,0.0,0.0,0.0,100.0,15813251.0,38751727104.0,125.0,17576.0,1255.0,441.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
34.0,0.0,1646.0,0.0,51.0,1462.0,False,0.0,0.0,0.0,0.0,0.0,4459534136.0,3124943128.0,0.0,132651.0,0.0,1156.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
33.0,0.0,774.0,0.0,6255.0,6.0,False,0.0,0.0,0.0,0.0,0.0,463684824.0,216.0,0.0,244727031375.0,0.0,1089.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
44.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False
16.0,0.0,2838.0,32.0,5.0,3404.0,False,0.0,0.0,0.0,0.0,1024.0,22857944472.0,39442883264.0,0.0,125.0,0.0,256.0,True,False,False,False,False,False,True,True,False,False,False,False,False,True
